日期,时刻,辐照度,风速,风向,温度,湿度,气压
455,20,0,6.0,116,-6.0,69,69500
455,23,0,5.4,103,-7.6,70,69700
456,2,0,3.4,104,-7.7,61,69600
456,5,0,3.3,99,-8.7,65,69500
456,8,11,2.5,122,-9.6,64,69600
456,11,460,2.4,83,-6.2,48,69700
456,14,661,2.2,126,-2.8,40,69400
456,17,315,2.0,105,-1.6,37,69400
456,20,0,5.3,104,-3.1,45,69600
456,23,0,4.5,104,-5.0,54,69700
457,2,0,2.5,79,-6.6,56,69700
457,5,0,1.5,127,-7.2,57,69500
457,8,14,2.1,65,-9.3,60,69600
457,11,532,1.4,60,-4.5,39,69700
457,14,764,3.4,177,-0.2,32,69500
457,17,353,1.6,108,0.9,31,69300
457,20,0,2.0,156,-1.8,43,69600
457,23,0,2.9,316,-3.4,43,69800
458,2,0,2.4,92,-6.3,51,69800
458,5,0,0.4,297,-7.2,53,69700
458,8,16,5.5,285,-9.9,50,69700
458,11,552,4.5,261,-3.4,24,69800
458,14,815,9.4,278,0.8,12,69400
458,17,436,14.8,290,1.0,12,69300
458,20,0,13.6,285,-2.9,18,69500
458,23,0,10.4,272,-5.1,20,69700
459,2,0,5.3,271,-7.4,20,69600
459,5,0,3.2,284,-9.5,26,69500
459,8,17,2.3,320,-11.7,28,69700
459,11,563,0.6,270,-4.7,17,69800
459,14,827,1.1,175,-0.4,13,69600
459,17,444,1.4,168,1.1,11,69400
459,20,0,3.6,159,-3.6,25,69600
459,23,0,0.8,140,-5.3,20,69700
460,2,0,1.7,291,-8.3,25,69700
460,5,0,3.0,272,-9.6,24,69600
460,8,19,1.4,253,-11.1,22,69700
460,11,564,0.3,252,-4.1,12,69700
460,14,801,2.3,137,0.2,12,69400
460,17,340,2.5,106,1.4,12,69100
460,20,0,3.0,339,-1.4,26,69300
460,23,0,11.6,289,-2.2,28,69600
461,2,0,10.0,270,-4.7,34,69600
461,5,0,8.1,272,-7.0,36,69500
461,8,19,3.5,275,-9.7,36,69600
461,11,554,1.6,281,-2.5,22,69800
461,14,775,1.8,264,2.0,16,69600
461,17,384,12.7,304,3.2,15,69500
461,20,0,9.5,329,-1.4,29,70000
461,23,0,4.2,341,-3.3,40,70300
462,2,0,2.3,347,-6.5,35,70400
462,5,0,1.0,323,-8.8,39,70400
462,8,21,0.9,63,-11.1,38,70400
462,11,575,1.6,125,-5.2,24,70400
462,14,835,3.4,95,-0.7,21,70000
462,17,452,4.2,87,1.0,16,69600
462,20,0,6.1,93,-2.6,25,69700
462,23,0,2.4,83,-4.4,20,69700
463,2,0,1.7,83,-4.7,28,69500
463,5,0,0.5,292,-7.4,35,69300
463,8,22,1.2,279,-9.6,40,69400
463,11,553,2.2,219,-2.3,24,69400
463,14,790,1.4,126,1.9,20,69000
463,17,388,1.1,139,3.9,19,68700
463,20,0,1.9,186,-0.2,36,68800
463,23,0,3.8,290,-2.7,34,69000
464,2,0,2.4,36,-4.4,32,69100
464,5,0,2.2,69,-6.3,37,69000
464,8,25,1.8,61,-8.2,40,69100
464,11,579,2.0,99,-2.0,25,69100
464,14,799,3.0,104,2.8,19,68800
464,17,383,4.4,90,4.9,18,68400
464,20,0,6.3,100,0.8,35,68600
464,23,0,4.1,87,-2.4,42,69000
465,2,0,4.7,89,-3.8,48,69000
465,5,0,3.7,90,-5.6,53,68900
465,8,29,2.2,103,-5.3,50,69000
465,11,491,2.5,101,-2.2,45,69100
465,14,733,3.3,123,1.7,39,68900
465,17,395,3.9,93,4.2,33,68500
465,20,0,5.4,101,0.3,50,68700
465,23,0,6.1,99,-2.8,61,69100
466,2,0,4.1,83,-5.1,67,69300
466,5,0,4.1,90,-4.8,63,69200
466,8,19,4.3,89,-5.3,62,69300
466,11,467,6.1,95,-3.3,50,69500
466,14,752,7.4,114,-0.4,40,69300
466,17,395,9.7,110,-0.1,39,69100
466,20,0,7.5,104,-3.0,50,69300
466,23,0,6.4,110,-5.2,61,69600
467,2,0,4.7,107,-7.0,67,69600
467,5,0,2.1,98,-7.8,70,69400
467,8,36,0.6,39,-8.8,70,69500
467,11,585,1.3,162,-4.7,47,69500
467,14,830,1.5,58,0.3,33,69300
467,17,451,1.6,108,1.4,33,69100
467,20,0,4.7,100,-1.4,43,69100
467,23,0,5.2,99,-3.4,51,69400
468,2,0,3.5,93,-5.7,64,69400
468,5,0,2.7,92,-6.3,64,69400
468,8,33,2.0,120,-7.1,66,69500
468,11,534,1.3,119,-3.8,48,69600
468,14,816,1.6,252,0.8,25,69300
468,17,459,6.3,285,3.7,15,69100
468,20,0,2.5,95,-1.2,28,69200
468,23,0,4.8,92,-4.4,39,69400
469,2,0,3.8,90,-6.6,53,69400
469,5,0,1.5,90,-7.1,54,69300
469,8,37,1.4,73,-8.2,50,69300
469,11,586,1.4,90,-3.7,36,69300
469,14,863,2.2,111,1.5,20,69000
469,17,425,3.6,99,3.6,16,68600
469,20,0,6.1,93,0.8,24,68700
469,23,0,4.7,95,-2.8,41,68900
470,2,0,3.8,99,-4.4,31,68800
470,5,0,2.8,100,-5.3,39,68600
470,8,30,1.3,148,-5.5,45,68700
470,11,511,2.3,137,-1.5,32,68800
470,14,843,3.5,100,2.3,26,68500
470,17,399,6.1,104,3.8,28,68200
470,20,1,7.4,91,0.2,47,68300
470,23,0,4.4,84,-1.8,57,68600
471,2,0,4.4,106,-4.1,67,68600
471,5,0,1.9,69,-5.2,70,68600
471,8,28,1.5,94,-5.4,68,68700
471,11,275,0.6,81,-3.2,60,68800
471,14,424,2.1,180,-1.0,55,68700
471,17,297,3.7,124,-0.2,55,68700
471,20,1,6.3,90,-2.3,73,69000
471,23,0,4.8,84,-4.1,79,69200
472,2,0,5.2,95,-3.7,75,69000
472,5,0,5.5,116,-4.9,75,68900
472,8,26,3.8,104,-4.6,69,69000
472,11,385,4.8,98,-2.5,56,69200
472,14,635,6.3,110,1.1,46,68900
472,17,339,7.3,98,1.3,48,68800
472,20,1,5.9,95,-1.0,56,68900
472,23,0,5.8,105,-2.6,59,69000
473,2,0,3.4,95,-4.3,63,69000
473,5,0,2.8,92,-5.1,67,68900
473,8,25,2.8,94,-5.5,70,69000
473,11,347,5.4,103,-4.4,65,69000
473,14,543,8.2,103,-2.2,56,68800
473,17,299,7.8,102,-2.9,59,68800
473,20,2,5.7,94,-5.0,61,69000
473,23,0,5.0,103,-6.3,59,69200
474,2,0,4.6,103,-7.3,59,69200
474,5,0,4.2,91,-7.9,64,69100
474,8,41,3.0,88,-9.4,64,69300
474,11,472,2.2,124,-6.3,56,69400
474,14,642,1.8,177,-3.7,49,69300
474,17,348,2.8,129,-2.5,51,69200
474,20,2,2.8,142,-4.4,61,69400
474,23,0,0.4,207,-7.3,68,69500
475,2,0,1.9,18,-7.6,70,69400
475,5,0,2.2,342,-9.4,69,69200
475,8,44,0.4,270,-9.2,64,69200
475,11,433,0.7,196,-5.7,60,69200
475,14,722,1.7,130,-2.1,49,68900
475,17,488,2.2,112,0.2,42,68700
475,20,4,1.2,42,-2.1,49,69000
475,23,0,2.1,14,-6.4,62,69200
476,2,0,0.7,352,-6.4,54,69300
476,5,0,0.6,141,-7.4,61,69200
476,8,63,0.3,270,-10.5,58,69300
476,11,631,1.6,153,-3.9,48,69400
476,14,813,1.1,175,0.4,38,69200
476,17,449,4.9,291,2.3,37,69100
476,20,4,6.5,247,-2.4,55,69300
476,23,0,4.4,231,-4.7,61,69400
477,2,0,0.9,103,-6.2,47,69200
477,5,0,0.9,77,-7.5,55,69000
477,8,66,1.5,307,-10.3,54,69100
477,11,661,1.2,160,-2.7,34,69200
477,14,910,1.4,176,2.6,25,68900
477,17,506,2.5,159,4.6,26,68600
477,20,5,2.3,92,1.3,42,68700
477,23,0,1.6,27,-2.1,45,69000
478,2,0,1.5,356,-5.1,43,69200
478,5,0,2.2,93,-5.3,44,69200
478,8,70,1.2,85,-6.2,45,69400
478,11,644,1.0,101,-1.4,34,69500
478,14,883,1.0,101,2.6,28,69200
478,17,497,3.4,127,3.7,29,69000
478,20,5,6.6,100,0.0,51,69200
478,23,0,4.3,105,-2.7,71,69400
479,2,0,4.0,103,-5.2,71,69400
479,5,0,3.3,131,-6.9,73,69200
479,8,68,2.2,150,-6.8,61,69200
479,11,570,3.0,114,-2.0,45,69200
479,14,735,3.0,130,1.6,39,68900
479,17,413,3.7,112,3.9,40,68600
479,20,4,5.8,113,0.1,60,68700
479,23,0,4.5,90,-3.1,71,68800
480,2,0,0.6,171,-3.3,70,69000
480,5,0,1.7,260,-3.2,72,69000
480,8,71,3.0,270,-4.8,70,69300
480,11,634,6.7,275,2.3,37,69300
480,14,875,10.6,296,6.9,19,69100
480,17,514,10.7,300,6.1,16,69200
480,20,6,2.8,358,1.0,35,69400
480,23,0,3.9,235,-3.2,39,69600
481,2,0,3.0,186,-5.2,42,69600
481,5,0,2.6,180,-6.2,42,69500
481,8,79,2.9,186,-7.0,39,69600
481,11,685,2.7,167,-1.6,25,69600
481,14,919,3.1,128,3.5,19,69300
481,17,477,1.9,102,5.4,18,69100
481,20,5,3.0,131,2.9,32,69200
481,23,0,3.7,64,-1.1,42,69400
482,2,0,1.7,103,-3.5,37,69500
482,5,0,0.9,77,-4.5,46,69300
482,8,75,0.9,339,-6.9,43,69400
482,11,552,1.1,195,-0.9,32,69400
482,14,758,1.5,191,3.6,24,69100
482,17,457,7.7,274,6.1,20,68900
482,20,6,7.9,228,1.5,39,69000
482,23,0,3.5,255,-2.0,43,69000
483,2,0,1.8,171,-3.6,35,68900
483,5,0,2.3,151,-4.8,36,68800
483,8,88,1.0,197,-5.4,32,68800
483,11,674,1.6,187,0.9,19,68900
483,14,852,2.2,183,6.7,18,68600
483,17,456,3.0,242,8.5,21,68300
483,20,7,5.9,236,4.5,39,68500
483,23,0,3.7,284,0.8,46,68600
484,2,0,7.7,287,0.2,45,68800
484,5,0,8.9,284,-0.8,55,68800
484,8,79,8.9,271,-1.0,58,69100
484,11,614,8.4,284,5.8,33,69100
484,14,862,11.3,283,8.4,26,69000
484,17,502,11.0,299,8.2,27,68900
484,20,7,7.0,310,4.5,40,69100
484,23,0,5.6,284,0.6,50,69300
485,2,0,0.6,81,-1.9,50,69400
485,5,0,1.3,90,-3.9,56,69500
485,8,80,1.6,76,-4.2,55,69700
485,11,610,1.2,104,0.6,34,69800
485,14,788,6.3,305,5.7,16,69600
485,17,421,6.8,325,5.3,14,69500
485,20,6,3.3,76,1.6,23,69700
485,23,0,4.4,79,-2.7,55,69900
486,2,0,0.0,0,-4.1,45,69900
486,5,0,5.5,274,-5.7,36,69800
486,8,98,6.3,275,-5.8,29,70000
486,11,704,11.8,286,1.6,12,70100
486,14,954,16.0,293,4.1,9,70000
486,17,541,13.3,302,4.6,10,69900
486,20,9,5.5,302,0.3,19,69900
486,23,0,5.6,267,-3.8,24,70000
487,2,0,4.3,281,-5.1,25,70000
487,5,0,3.7,281,-5.3,25,69900
487,8,103,3.8,279,-5.6,20,70000
487,11,715,2.0,259,1.5,12,70100
487,14,946,6.0,278,8.1,9,69700
487,17,534,11.4,294,9.4,12,69600
487,20,9,7.8,278,4.7,22,69700
487,23,0,6.4,243,0.8,27,69900
488,2,0,4.4,239,-2.2,34,69900
488,5,0,2.8,270,-4.1,37,69800
488,8,102,2.6,216,-4.2,34,69900
488,11,702,0.3,180,3.3,18,69800
488,14,941,2.5,256,9.9,10,69400
488,17,532,7.4,266,12.3,11,69100
488,20,10,10.3,233,7.0,21,69200
488,23,0,5.7,242,2.8,26,69500
489,2,0,1.5,203,0.7,31,69600
489,5,0,3.5,193,-2.1,38,69400
489,8,108,2.8,210,-2.9,36,69600
489,11,712,1.0,156,4.0,20,69600
489,14,925,0.2,0,9.8,12,69300
489,17,514,0.7,180,12.3,10,69000
489,20,10,2.7,118,8.6,16,69100
489,23,0,5.2,109,4.2,30,69400
490,2,0,3.6,98,1.6,43,69300
490,5,0,3.2,131,-1.2,50,69300
490,8,110,0.7,90,-0.8,45,69500
490,11,685,1.5,122,4.7,29,69500
490,14,773,4.9,289,11.0,20,69200
490,17,337,10.8,289,9.5,30,69100
490,20,6,8.1,304,6.6,41,69400
490,23,0,1.6,338,1.2,61,69800
491,2,0,2.0,349,-1.0,71,70000
491,5,0,1.2,90,-2.1,75,70100
491,8,110,1.1,280,-2.6,68,70300
491,11,698,2.1,270,2.8,40,70300
491,14,945,10.9,288,8.5,12,69900
491,17,544,9.6,309,8.6,10,69800
491,20,11,4.5,13,3.8,19,69900
491,23,0,1.1,56,-1.0,30,70100
492,2,0,2.0,90,-2.3,37,70100
492,5,0,1.6,310,-4.2,41,70000
492,8,121,3.8,281,-4.2,36,70200
492,11,735,1.3,261,3.1,20,70300
492,14,968,4.3,345,9.5,7,70000
492,17,555,9.4,336,9.4,7,69900
492,20,12,6.4,343,5.0,15,70000
492,23,0,0.9,111,0.6,24,70200
493,2,0,2.4,85,-2.1,24,70100
493,5,0,1.8,99,-2.5,26,70000
493,8,124,1.0,107,-2.9,24,70000
493,11,734,1.6,101,2.7,17,69800
493,14,932,1.1,90,8.5,12,69400
493,17,508,1.7,54,11.2,10,69000
493,20,11,3.6,76,7.5,19,69100
493,23,0,4.1,90,2.7,33,69400
494,2,0,2.6,79,1.3,29,69400
494,5,0,1.4,141,0.8,33,69300
494,8,105,1.3,117,-0.8,33,69400
494,11,552,0.7,153,4.6,24,69500
494,14,640,1.4,94,10.2,16,69000
494,17,258,1.3,209,10.5,19,68800
494,20,4,5.2,28,6.4,40,69100
494,23,0,3.0,70,4.8,52,69400
495,2,0,2.6,97,1.6,70,69300
495,5,0,1.3,29,0.1,75,69200
495,8,102,1.6,297,0.4,70,69400
495,11,574,0.9,193,5.3,50,69400
495,14,778,1.4,321,10.3,28,69100
495,17,418,4.1,346,10.9,24,68900
495,20,9,3.3,14,8.8,29,69100
495,23,0,2.8,195,4.5,43,69300
496,2,0,0.7,124,1.5,60,69300
496,5,0,0.5,101,-0.1,66,69300
496,8,121,0.9,201,-0.2,61,69400
496,11,719,2.0,150,5.7,38,69300
496,14,845,2.3,121,11.6,21,68900
496,17,430,4.2,107,13.4,18,68600
496,20,10,3.2,90,10.6,22,68700
496,23,0,6.9,10,6.3,41,69100
497,2,0,3.3,273,2.6,45,69200
497,5,0,2.6,281,-0.1,52,69100
497,8,138,0.3,252,0.6,45,69300
497,11,748,1.3,117,7.4,26,69300
497,14,968,2.7,126,13.6,15,68800
497,17,542,5.4,117,16.0,8,68400
497,20,13,4.6,105,12.6,13,68400
497,23,0,1.7,118,10.0,19,68700
498,2,0,1.2,132,5.3,33,68700
498,5,0,1.3,209,1.5,39,68700
498,8,141,1.3,222,0.3,38,68900
498,11,749,1.2,104,8.7,20,68900
498,14,943,2.0,105,15.0,13,68600
498,17,501,3.1,94,17.8,11,68200
498,20,12,1.9,137,14.1,20,68300
498,23,0,2.9,214,9.2,27,68600
499,2,0,3.5,100,6.0,43,68700
499,5,0,4.1,103,3.8,56,68700
499,8,125,3.2,116,3.4,49,68800
499,11,587,3.7,125,9.7,31,68700
499,14,674,4.1,129,14.4,24,68400
499,17,389,6.1,88,14.5,31,68300
499,20,9,9.2,103,8.9,59,68700
499,23,0,5.4,101,6.2,71,69100
500,2,0,5.3,101,2.9,81,69200
500,5,0,5.0,104,0.7,88,69100
500,8,112,3.7,106,1.4,78,69300
500,11,582,3.9,119,6.1,52,69100
500,14,768,3.7,101,10.9,36,68700
500,17,430,4.8,96,11.7,36,68500
500,20,11,6.5,115,7.1,56,68900
500,23,0,4.9,96,3.3,72,69300
501,2,0,3.7,96,0.9,80,69300
501,5,0,3.3,119,-1.1,88,69300
501,8,123,1.9,115,-0.2,79,69400
501,11,629,2.8,98,4.7,52,69300
501,14,758,4.9,104,10.6,35,68800
501,17,350,8.5,107,10.1,41,68400
501,20,8,6.5,99,5.3,66,68800
501,23,0,4.4,113,2.6,79,69100
502,2,0,3.7,104,0.8,83,69300
502,5,0,2.3,100,0.3,84,69300
502,8,109,1.4,54,0.6,81,69400
502,11,560,1.1,146,4.4,55,69400
502,14,709,1.2,81,9.1,28,69000
502,17,361,5.3,67,8.2,38,68800
502,20,9,6.5,100,4.7,60,69100
502,23,0,4.1,94,1.9,78,69500
503,2,0,2.7,92,-0.1,86,69600
503,5,0,2.1,129,-0.8,86,69600
503,8,79,2.7,118,-0.9,83,69800
503,11,495,2.5,104,1.3,63,69900
503,14,754,2.4,85,5.3,42,69600
503,17,442,3.9,97,5.8,40,69400
503,20,13,4.8,120,3.7,48,69500
503,23,0,5.0,88,0.8,63,69700
504,2,0,1.7,90,-1.7,59,69800
504,5,0,0.4,256,-3.6,62,69700
504,8,162,2.8,296,-3.0,51,69900
504,11,713,4.0,267,4.8,25,69900
504,14,845,13.8,291,8.4,14,69600
504,17,460,12.5,297,8.7,14,69400
504,20,13,8.8,293,5.6,24,69500
504,23,0,5.1,272,1.3,36,69700
505,2,0,6.8,257,-1.9,44,69900
505,5,0,2.7,270,-3.8,45,69800
505,8,171,1.5,254,-2.7,36,69900
505,11,782,0.7,188,4.2,24,69800
505,14,890,2.4,353,9.7,16,69200
505,17,477,14.8,282,10.9,13,68900
505,20,15,10.3,247,6.6,22,68900
505,23,0,7.3,246,2.8,31,69100
506,2,0,1.6,263,-0.4,34,69200
506,5,0,1.6,90,-2.1,37,69100
506,8,128,0.1,270,0.0,29,69300
506,11,605,0.7,90,5.7,23,69400
506,14,817,0.9,108,10.5,19,69000
506,17,421,2.9,106,12.1,18,68800
506,20,10,4.2,62,8.8,31,69000
506,23,0,5.0,100,5.4,49,69300
507,2,0,4.6,83,2.8,61,69300
507,5,0,3.9,66,1.8,68,69300
507,8,157,2.7,70,1.7,66,69600
507,11,687,1.9,122,5.3,53,69600
507,14,834,2.9,290,10.3,33,69200
507,17,358,7.8,352,8.5,39,69200
507,20,7,4.2,69,6.2,48,69400
507,23,0,6.1,101,3.2,72,69800
508,2,0,3.9,37,1.2,78,69900
508,5,0,0.9,291,-0.1,81,69900
508,8,140,2.9,278,0.4,75,70100
508,11,666,8.8,299,5.8,27,70200
508,14,911,11.0,299,8.8,16,70100
508,17,564,11.2,300,9.1,13,69900
508,20,18,5.0,299,4.3,31,70000
508,23,0,7.3,255,0.4,36,70200
509,2,0,8.6,271,-0.6,32,70200
509,5,0,5.8,257,-2.0,35,70000
509,8,187,5.1,257,-0.1,24,70100
509,11,793,2.4,235,7.6,16,69900
509,14,981,9.8,275,14.8,13,69400
509,17,566,14.7,293,16.4,15,69100
509,20,17,11.2,289,11.9,25,69200
509,23,0,6.1,256,6.9,40,69400
510,2,0,3.8,248,3.3,42,69400
510,5,0,2.1,265,0.8,47,69400
510,8,183,0.8,330,2.2,43,69400
510,11,775,0.4,90,10.1,26,69300
510,14,899,0.8,263,16.8,19,68800
510,17,453,4.5,276,19.1,14,68300
510,20,13,8.7,251,16.4,19,68300
510,23,0,5.1,235,10.9,36,68500
511,2,0,1.8,93,7.9,42,68500
511,5,0,0.9,319,5.1,53,68700
511,8,182,2.1,259,5.1,47,68900
511,11,746,9.8,305,12.4,23,69000
511,14,870,16.9,296,14.6,16,68700
511,17,490,17.4,295,13.6,21,68600
511,20,16,7.2,11,8.5,41,69000
511,23,0,4.3,95,2.5,65,69600
512,2,0,2.3,115,1.0,73,69600
512,5,0,0.3,108,-1.3,79,69600
512,8,196,0.6,252,-0.4,66,69700
512,11,793,0.5,270,5.6,39,69700
512,14,976,3.2,338,12.1,13,69300
512,17,556,10.7,11,10.0,11,69300
512,20,18,6.2,78,5.8,21,69700
512,23,0,5.4,80,2.0,35,70000
513,2,0,4.7,80,0.8,30,69800
513,5,0,1.8,90,-0.6,37,69700
513,8,195,0.8,14,0.5,34,69800
513,11,772,1.1,270,5.8,27,69800
513,14,872,10.7,297,11.7,18,69400
513,17,456,9.1,327,11.7,18,69200
513,20,15,4.6,57,8.1,28,69300
513,23,0,5.3,51,3.9,41,69500
514,2,0,2.5,88,1.0,42,69400
514,5,0,0.8,67,-0.1,43,69300
514,8,205,0.6,329,1.5,37,69400
514,11,801,0.6,279,7.8,22,69400
514,14,924,4.6,290,14.5,12,69000
514,17,510,10.0,351,14.5,14,68900
514,20,17,4.0,33,10.2,21,69100
514,23,0,4.8,79,5.8,34,69400
515,2,0,3.3,47,1.8,43,69500
515,5,0,1.0,61,0.7,41,69500
515,8,209,0.9,0,1.7,36,69600
515,11,803,0.9,96,8.0,25,69500
515,14,994,0.2,90,14.1,15,69200
515,17,563,0.7,225,17.2,10,68700
515,20,18,6.2,75,13.7,17,68700
515,23,0,4.6,90,8.5,35,69000
516,2,0,4.0,63,5.9,33,69200
516,5,0,4.3,65,3.8,39,69100
516,8,170,3.1,81,5.5,34,69300
516,11,704,4.0,102,10.4,24,69300
516,14,878,1.1,100,13.9,21,69000
516,17,477,4.7,61,15.3,22,68800
516,20,14,4.7,65,11.8,35,69100
516,23,0,4.3,23,8.4,51,69600
517,2,0,6.5,15,5.5,64,69700
517,5,0,3.0,30,3.9,76,69700
517,8,58,2.4,95,3.1,81,69900
517,11,369,2.7,103,4.0,69,70000
517,14,708,5.1,73,8.4,46,69600
517,17,380,7.4,99,11.0,36,69300
517,20,9,8.6,98,7.1,53,69600
517,23,0,6.5,101,4.7,67,69800
518,2,0,4.7,89,4.3,67,69700
518,5,0,4.0,68,3.2,70,69700
518,8,75,3.1,65,2.4,71,69900
518,11,302,2.9,76,3.5,64,70000
518,14,435,5.2,89,5.2,58,70000
518,17,301,6.4,101,6.2,54,69900
518,20,11,6.1,104,4.3,68,70100
518,23,0,5.2,110,2.7,74,70300
519,2,0,4.0,90,1.7,83,70200
519,5,0,3.7,110,-0.8,83,70100
519,8,202,2.8,107,0.7,69,70200
519,11,778,2.6,119,4.9,47,70100
519,14,907,2.5,148,9.2,35,69800
519,17,497,1.9,115,10.6,29,69500
519,20,17,3.7,56,8.4,43,69600
519,23,0,4.2,56,4.2,60,69900
520,2,0,1.0,354,1.7,68,69900
520,5,0,1.1,292,-0.9,72,69900
520,8,221,1.9,279,0.9,57,70000
520,11,811,1.1,153,6.8,42,70000
520,14,969,1.3,135,10.4,36,69700
520,17,560,1.2,95,11.8,28,69400
520,20,20,3.2,134,9.6,39,69400
520,23,0,1.9,65,6.1,51,69700
521,2,0,2.8,92,4.1,55,69600
521,5,0,0.8,120,1.0,63,69500
521,8,204,0.3,162,2.9,52,69600
521,11,800,1.5,148,9.1,33,69600
521,14,980,0.7,74,13.7,24,69200
521,17,566,0.7,0,15.2,18,68900
521,20,21,2.2,90,12.8,31,69000
521,23,0,4.7,75,8.5,41,69200
522,2,0,3.2,46,7.8,46,69200
522,5,0,3.6,341,4.8,56,69200
522,8,216,2.3,56,5.8,50,69400
522,11,767,2.4,105,10.7,37,69400
522,14,884,4.5,298,15.1,18,69100
522,17,522,6.9,292,16.2,12,68800
522,20,21,5.5,20,12.0,27,68900
522,23,0,7.6,58,7.8,39,69200
523,2,0,3.5,102,3.7,68,69300
523,5,0,1.4,78,2.7,68,69300
523,8,227,1.4,98,2.9,59,69400
523,11,821,2.7,121,9.6,36,69200
523,14,1005,3.5,140,15.9,23,68800
523,17,577,5.7,122,19.1,19,68300
523,20,22,7.2,103,15.6,32,68300
523,23,0,4.7,90,11.3,48,68700
524,2,0,7.6,294,8.2,64,68900
524,5,0,6.9,301,5.9,71,69100
524,8,196,5.0,300,5.7,61,69300
524,11,562,7.2,294,10.7,33,69300
524,14,505,7.2,310,11.2,34,69200
524,17,279,7.9,301,9.5,40,69300
524,20,15,3.5,75,7.7,49,69400
524,23,0,3.4,118,5.3,65,69700
525,2,0,4.6,80,1.7,86,69800
525,5,0,2.8,75,0.0,84,69800
525,8,221,2.5,286,2.3,67,70000
525,11,820,12.1,292,9.1,19,70100
525,14,986,15.3,292,11.0,16,69900
525,17,561,12.8,300,11.3,14,69700
525,20,24,9.3,304,7.9,22,69800
525,23,0,6.0,281,3.9,34,70000
526,2,0,5.1,264,0.9,48,70000
526,5,0,3.0,276,-2.6,53,69900
526,8,249,0.6,279,0.3,39,70000
526,11,850,1.0,191,6.8,25,69800
526,14,1028,3.4,275,12.9,11,69400
526,17,601,12.0,288,14.0,8,69200
526,20,27,7.2,295,10.9,15,69300
526,23,0,3.8,276,5.6,28,69600
527,2,0,8.0,357,2.3,38,69800
527,5,0,7.1,24,-0.9,57,70200
527,8,200,2.3,358,0.9,47,70400
527,11,604,3.3,97,4.6,37,70300
527,14,636,4.7,125,7.3,30,70000
527,17,332,4.6,128,7.7,28,69800
527,20,17,6.2,105,5.4,43,70000
527,23,0,4.9,96,3.7,53,70300
528,2,0,6.3,90,2.2,52,70100
528,5,0,4.7,94,0.0,58,70000
528,8,245,2.6,99,2.5,47,70100
528,11,831,1.2,138,7.8,37,70000
528,14,945,2.0,108,12.7,21,69600
528,17,503,4.8,78,14.2,16,69200
528,20,25,6.9,70,12.4,20,69300
528,23,0,6.7,24,8.7,38,69700
529,2,0,6.7,318,2.9,81,69900
529,5,0,5.6,297,2.1,88,69900
529,8,164,6.7,302,3.1,65,70000
529,11,744,4.1,329,7.2,39,70000
529,14,955,3.4,345,11.3,20,69700
529,17,525,4.4,337,12.5,19,69500
529,20,25,1.9,148,8.4,37,69500
529,23,0,2.3,70,5.0,37,69700
530,2,0,1.1,75,1.8,43,69700
530,5,0,0.9,324,-1.1,52,69700
530,8,255,1.2,275,1.4,43,69900
530,11,829,1.1,117,7.3,30,69900
530,14,967,1.7,115,11.5,26,69600
530,17,484,4.6,103,12.9,26,69300
530,20,19,4.9,44,9.1,36,69500
530,23,0,3.5,51,5.8,50,69700
531,2,0,2.4,330,3.8,59,69600
531,5,0,0.9,201,2.6,61,69500
531,8,243,0.1,180,4.2,54,69700
531,11,809,0.3,162,9.8,36,69700
531,14,908,4.9,290,15.9,21,69300
531,17,480,5.7,12,15.6,23,69200
531,20,26,3.7,87,12.3,35,69400
531,23,0,2.6,13,7.6,40,69600
532,2,0,2.4,81,5.9,41,69600
532,5,0,2.2,80,4.5,45,69500
532,8,218,2.1,317,6.3,46,69800
532,11,604,2.0,57,10.7,36,69900
532,14,593,4.1,16,10.9,44,69900
532,17,361,1.3,48,10.0,51,69900
532,20,22,3.6,134,7.7,65,70100
532,23,0,2.5,127,5.4,82,70400
533,2,0,2.6,67,4.9,75,70100
533,5,0,5.1,9,2.9,77,70200
533,8,183,3.0,21,4.5,67,70400
533,11,745,0.6,180,8.1,53,70500
533,14,925,1.8,112,12.0,41,70200
533,17,502,4.6,303,12.4,33,70100
533,20,26,2.2,54,10.3,45,70100
533,23,0,2.9,36,5.7,61,70300
534,2,0,1.6,90,3.6,60,70200
534,5,0,1.0,90,1.5,63,70100
534,8,256,2.8,270,3.5,54,70200
534,11,840,0.4,270,10.1,35,70100
534,14,990,0.3,270,15.7,21,69700
534,17,585,1.1,5,17.9,14,69400
534,20,37,4.2,142,14.0,33,69300
534,23,0,2.2,90,10.0,34,69500
535,2,0,1.4,82,8.5,31,69500
535,5,0,1.1,80,5.7,38,69500
535,8,149,1.3,356,7.1,38,69700
535,11,489,4.7,293,12.3,26,69700
535,14,577,8.4,300,15.0,25,69500
535,17,350,4.8,319,14.1,30,69400
535,20,37,5.7,301,12.4,31,69500
535,23,0,2.1,307,7.1,55,69800
536,2,0,1.4,168,3.5,64,69800
536,5,0,3.1,324,0.7,67,69800
536,8,265,3.6,273,4.3,47,70000
536,11,830,9.5,288,11.8,14,69800
536,14,889,10.8,311,13.9,11,69600
536,17,470,8.0,324,14.0,12,69400
536,20,31,6.6,32,10.6,24,69600
536,23,0,3.3,44,7.1,36,69900
537,2,0,2.5,45,2.9,52,70000
537,5,0,2.1,65,1.5,57,69900
537,8,261,1.8,292,3.4,51,70100
537,11,837,1.3,138,8.9,33,70100
